car_reg,purchase_date,county,make,model,type,colour,tax_band,price
XXX-X-3867,2019-07-16,Cork,Mazda : CX-5 (SUV),,,white,b,38919
201-G-2109,2020-Jan-26,,Toyota,Rav4,SUV,Silver,B,43681
192-G-1871,2019-Jul-14,Galway,opel,corsa : hatchback,,<colour>White</colour>,A,22405
201-D-4859,2020-Jan-20,,Ford,Focus,Hatchback,White,A,25541
191-C-3053,2019-May-12,,bmw,7 SERIES,Saloon,#C0C0C0,D,110319
XXX-X-1719,2019-02-25,Dublin,BMW : 2 series (Coupe),,,red,b,87838
191-d-11,24 Feb,DUBLIN,Ford : Mustang,,Coupe,WHITE,3,67888
201-L-1617,2020-Jan-10,Limerick,mazda,cx-5 : suv,,<colour>Orange</colour>,B,36188
XXX-X-2724,2019-01-11,Dublin,Mercedes : A-Class (Saloon),,,white,b,34335
201-D-1451,2020-Mar-27,Dublin,mazda,mazda3 : saloon,,<colour>Blue</colour>,B,34929
182-C-4791,2018-Aug-12,,Mercedes,C-Class,Saloon,Red,B,62753
191-C-150,2019-Jan-01,,Mercedes,C-Class,Estate,Blue,B,120920
201-L-2975,2020-Feb-02,,ford,MONDEO,Saloon,#FFFFFF,B,36765
201-G-1685,2020-Feb-10,,mazda,CX-5,SUV,#C0C0C0,B,31407
XXX-X-4979,2018-07-27,Dublin,Ford : Mondeo (Saloon),,,red,b,39517
202-C-250,2020-Jul-24,,Audi,A4,Saloon,White,B,50053
XXX-X-4993,2020-03-08,Waterford,Mercedes : C-Class (Estate),,,white,b,97602
191-l-1484,12 Jan,LIMERICK,Opel : Grandland X,,SUV,RED,2,42338
201-W-1557,2020-Feb-10,,Mazda,Mazda3,Saloon,Orange,B,36601
192-C-3752,2019-Jul-04,Cork,opel,crossland x : suv,,<colour>White</colour>,A,26737
XXX-X-3330,2020-01-22,Cork,Ford : Mondeo (Saloon),,,silver,b,36163
201-l-3890,03 Jan,LIMERICK,BMW : 5 Series,,Estate,WHITE,3,76350
192-D-3675,2019-Jul-24,,Audi,A4,Estate,Silver,B,48628
192-C-4467,2019-Jul-25,,Audi,A4,Saloon,White,B,49424
181-D-3435,2018-Jan-25,,Ford,Fiesta,Hatchback,White,A,23613
XXX-X-3426,2019-01-20,Cork,Mercedes : C-Class (Estate),,,white,b,103153
192-w-1562,15 Aug,WATERFORD,Ford : Focus,,Hatchback,SILVER,1,33804
201-L-3928,2020-Jan-25,,Mercedes,GLC-Class,SUV,Red,C,98188
XXX-X-3102,2018-01-15,Cork,Opel : Grandland X (SUV),,,orange,b,42046
181-L-2281,2018-Jan-26,Limerick,mazda,mazda3 : hatchback,,<colour>White</colour>,B,30345
201-d-4334,08 Apr,DUBLIN,Mazda : CX-30,,SUV,SILVER,2,38149
181-D-4738,2018-Jan-13,,BMW,2 series,Coupe,Silver,B,113766
XXX-X-2617,2018-01-15,Limerick,Mercedes : A-Class (Hatchback),,,red,b,41237
201-D-4585,2020-Jan-08,,Toyota,Camery,Saloon,White,B,42244
181-D-4517,2018-Mar-11,,Toyota,Corolla,Saloon,White,B,28847
201-L-4613,2020-Mar-19,,Audi,A6,Saloon,White,C,68632
181-d-1727,26 Mar,DUBLIN,Audi : A4,,Saloon,WHITE,2,52674
202-D-4101,2020-Jul-14,,Mazda,CX-30,SUV,White,B,43750
XXX-X-846,2019-01-12,Dublin,Opel : Insignia (Hatchback),,,red,b,38950
XXX-X-964,2018-02-15,Dublin,Opel : Corsa (Hatchback),,,blue,a,19741
181-D-4812,2018-Mar-21,Dublin,ford,focus : estate,,<colour>White</colour>,A,29459
192-C-3576,2019-Jul-12,,Ford,Focus,Hatchback,Red,A,37042
191-d-2993,23 May,DUBLIN,Mazda : CX-5,,SUV,RED,2,40977
201-d-3233,08 Feb,DUBLIN,Mazda : Mazda6,,Saloon,WHITE,2,44229
181-W-3978,2018-Jan-21,,Mercedes,GLC-Class,SUV,Silver,C,73587
182-w-2657,14 Jul,WATERFORD,Mercedes : C-Class,,Estate,BLUE,2,79797
191-d-423,10 Feb,DUBLIN,Ford : Mustang,,Coupe,RED,3,65386
191-W-2821,2019-Jan-14,Waterford,toyota,prius : hatchback,,<colour>White</colour>,B,34440
XXX-X-1098,2020-01-16,Dublin,BMW : 3 Series (Hatchback),,,white,c,65589
181-D-435,2018-Jan-08,,bmw,2 SERIES,Coupe,#FFFFFF,B,60812
191-D-1788,2019-Jan-05,,Opel,Corsa,Hatchback,Silver,A,21627
XXX-X-1554,2018-03-08,Galway,BMW : 3 Series (Hatchback),,,blue,c,68350
XXX-X-4176,2020-09-02,Dublin,Ford : Mondeo (Saloon),,,white,b,40666
181-C-2344,2018-Mar-03,,ford,MONDEO,Saloon,#FF0000,B,36019
191-L-3021,2019-Mar-04,,mazda,MAZDA3,Saloon,#0000FF,B,34744
202-c-2129,09 Oct,CORK,Mazda : Mazda6,,Estate,RED,2,39730
191-c-3772,27 Mar,CORK,Opel : Corsa,,Hatchback,WHITE,1,18020
202-l-15,19 Jul,LIMERICK,Audi : Q3,,SUV,SILVER,2,45976
202-l-1456,26 Jul,LIMERICK,Audi : A4,,Saloon,RED,2,45842
202-c-4111,14 Jul,CORK,Mazda : Mazda6,,Estate,WHITE,2,36173
192-L-2698,2019-Jul-14,,toyota,RAV4,SUV,#C0C0C0,B,44390
202-G-3556,2020-Jul-11,,opel,CORSA,Hatchback,#FFFFFF,A,17398
181-D-4473,2018-Mar-22,,toyota,CAMERY,Saloon,#0000FF,B,40062
202-D-3594,2020-Sep-09,,Opel,Insignia,Hatchback,Red,B,36710
XXX-X-2260,2020-03-07,Dublin,Mercedes : A-Class (Hatchback),,,white,b,50374
XXX-X-4659,2018-01-04,Limerick,Audi : Q3 (SUV),,,white,b,44657
181-d-1548,20 Jan,DUBLIN,Mazda : Mazda3,,Hatchback,RED,2,32609
201-L-4527,2020-Jan-08,,Ford,Focus,Estate,Red,A,30986
181-c-969,05 Mar,CORK,Ford : Mondeo,,Saloon,RED,2,36800
181-L-4943,2018-Mar-23,Limerick,audi,q3 : suv,,<colour>Blue</colour>,B,41848
XXX-X-2018,2019-03-24,Cork,Opel : Crossland X (SUV),,,white,a,25679
201-G-1773,2020-Jan-17,Galway,toyota,prius : hatchback,,<colour>Red</colour>,B,34960
181-l-4963,16 May,LIMERICK,Opel : Astra,,Estate,BLUE,2,28104
201-g-3472,04 Jan,GALWAY,Mazda : CX-30,,SUV,SILVER,2,37184
191-d-4020,27 Jan,DUBLIN,Opel : Astra,,Estate,SILVER,2,28821
192-D-4900,2019-Jul-03,,Mercedes,AMG-GT,Hatchback,White,D,217001
201-D-1354,2020-Jan-11,,Opel,Crossland X,SUV,Red,A,27127
192-c-1558,03 Jul,CORK,Opel : Insignia,,Hatchback,WHITE,2,33007
192-D-3286,2019-Nov-08,Dublin,bmw,3 series : estate,,<colour>Orange</colour>,B,49514
191-W-1342,2019-Mar-09,,Mercedes,A-Class,Hatchback,Silver,B,40877
201-D-661,2020-Jan-06,,Ford,Focus,Hatchback,Silver,A,30893
XXX-X-2772,2019-07-25,Dublin,Mazda : CX-5 (SUV),,,white,b,51072
191-G-2464,2019-Jan-10,Galway,bmw,2 series : coupe,,<colour>Blue</colour>,B,123895
181-c-1922,01 Feb,CORK,Mazda : Mazda6,,Estate,WHITE,2,40741
XXX-X-80,2020-07-16,Dublin,Ford : Mondeo (Hatchback),,,blue,b,36153
181-L-4306,2018-Mar-14,,mazda,MAZDA3,Hatchback,#0000FF,B,28134
181-D-1513,2018-Jan-16,,Ford,Fiesta,Hatchback,White,A,27178
191-c-4814,20 Jan,CORK,Toyota : Yaris,,Hatchback,BLUE,1,17879
181-l-3001,12 Apr,LIMERICK,BMW : 3 Series,,Saloon,BLUE,2,55242
191-G-2694,2019-Feb-03,,BMW,X3,SUV,Red,C,106996
181-c-2692,16 Feb,CORK,Toyota : Prius,,Hatchback,RED,2,34026
XXX-X-1953,2018-03-13,Dublin,Toyota : Prius (Hatchback),,,silver,b,35560
191-D-3037,2019-Jan-04,,Audi,A4,Estate,White,B,48790
XXX-X-3677,2019-03-03,Cork,Mazda : Mazda6 (Saloon),,,white,b,46022
201-L-3799,2020-Jan-15,Limerick,opel,insignia : hatchback,,<colour>White</colour>,B,37754
181-d-3350,21 Apr,DUBLIN,Toyota : Prius,,Hatchback,RED,2,35654
181-D-1484,2018-Jan-08,,toyota,COROLLA,Saloon,#FF0000,B,31484
201-D-794,2020-May-03,Dublin,toyota,corolla : hatchback,,<colour>White</colour>,B,28260
191-d-779,11 Feb,DUBLIN,Mercedes : A-Class,,Hatchback,SILVER,2,57322
191-d-2709,13 Jan,DUBLIN,BMW : 3 Series,,Saloon,ORANGE,2,62832
181-D-1157,2018-Jan-11,Dublin,opel,astra : estate,,<colour>White</colour>,B,29980
202-L-1411,2020-Jul-08,,Opel,Crossland X,SUV,Blue,A,26356
202-G-3534,2020-Aug-06,,bmw,3 SERIES,Estate,#C0C0C0,B,71251
191-D-4376,2019-Feb-03,,BMW,3 Series,Saloon,Red,B,44622
202-D-1331,2020-Aug-04,,Opel,Corsa,Hatchback,White,A,17130
201-C-255,2020-Feb-01,Cork,bmw,2 series : coupe,,<colour>Red</colour>,B,80290
201-W-4678,2020-Jan-15,,Mercedes,A-Class,Hatchback,White,B,54441
192-d-519,15 Jul,DUBLIN,Ford : Fiesta,,Hatchback,WHITE,1,25873
XXX-X-3302,2018-01-06,Dublin,Mercedes : A-Class (Hatchback),,,white,b,58653
202-L-4674,2020-Jul-08,Limerick,ford,kuga : suv,,<colour>Blue</colour>,B,48020
XXX-X-1578,2018-06-05,Dublin,Toyota : Yaris (Hatchback),,,red,a,17554
201-g-222,19 Jan,GALWAY,Mazda : CX-30,,SUV,SILVER,2,41948
201-W-1235,2020-Apr-14,,Mazda,CX-30,SUV,Red,B,32387
201-L-2900,2020-Feb-12,,BMW,3 Series,Saloon,Blue,B,42490
191-d-414,06 Feb,DUBLIN,Mazda : Mazda3,,Hatchback,SILVER,2,29372
XXX-X-2681,2018-02-09,Galway,Mazda : CX-30 (SUV),,,silver,b,34376
181-d-4439,26 Jun,DUBLIN,BMW : 3 Series,,Hatchback,WHITE,3,49809
192-d-2345,21 Nov,DUBLIN,Toyota : Yaris,,Hatchback,WHITE,1,18016
XXX-X-2464,2020-07-16,Limerick,Mazda : Mazda6 (Estate),,,white,b,39534
XXX-X-357,2018-05-07,Cork,Mercedes : C-Class (Estate),,,blue,b,84529
XXX-X-660,2019-07-06,Galway,Mazda : Mazda6 (Saloon),,,white,b,37342
XXX-X-93,2020-01-23,Dublin,Toyota : Prius (Hatchback),,,red,b,35257
191-W-3616,2019-Feb-26,Waterford,mercedes,a-class : hatchback,,<colour>White</colour>,B,48996
182-D-3202,2018-Jul-18,,BMW,3 Series,Saloon,White,B,43780
182-D-570,2018-Jul-07,,mazda,MAZDA6,Saloon,#FFFFFF,B,44001
201-C-3495,2020-Mar-05,,Mazda,CX-5,SUV,White,B,44127
191-D-4716,2019-Jan-14,,Mercedes,A-Class,Hatchback,Silver,B,57102
201-C-2999,2020-Jan-22,Cork,mercedes,c-class : saloon,,<colour>White</colour>,B,106820
192-l-822,04 Jul,LIMERICK,BMW : 3 Series,,Estate,WHITE,2,43205
202-d-2760,12 Jul,DUBLIN,Mercedes : A-Class,,Saloon,WHITE,2,57972
181-d-4169,20 Mar,DUBLIN,Opel : Corsa,,Hatchback,RED,1,19418
XXX-X-3346,2019-07-02,Galway,Mazda : Mazda6 (Estate),,,silver,b,38989
201-D-2539,2020-Mar-21,,BMW,3 Series,Saloon,Red,B,62062
202-D-2128,2020-Jul-10,,Ford,Kuga,SUV,White,B,41531
181-d-4995,04 Feb,DUBLIN,Mazda : CX-30,,SUV,WHITE,2,35472
XXX-X-56,2020-01-01,Cork,Mazda : CX-30 (SUV),,,white,b,39246
191-D-359,2019-Mar-26,,mazda,MAZDA6,Saloon,#FFFFFF,B,46242
XXX-X-3579,2019-01-14,Limerick,Opel : Astra (Hatchback),,,white,a,26314
202-W-741,2020-Jul-10,,BMW,7 Series,Saloon,Blue,D,158967
XXX-X-4810,2020-08-15,Waterford,Opel : Corsa (Hatchback),,,blue,a,23396
201-d-4040,11 Feb,DUBLIN,Ford : Mondeo,,Hatchback,WHITE,2,37092
XXX-X-3388,2019-05-10,Dublin,BMW : 3 Series (Hatchback),,,blue,c,61941
181-C-975,2018-Mar-17,,Mazda,Mazda3,Saloon,Blue,B,33470
201-W-258,2020-Jan-06,Waterford,bmw,3 series : estate,,<colour>Orange</colour>,B,50932
191-D-1635,2019-Jan-25,,Mercedes,AMG-GT,Hatchback,Red,D,200467
191-C-532,2019-Jan-01,,Opel,Crossland X,SUV,Red,A,25409
XXX-X-1587,2020-07-27,Cork,Mazda : CX-30 (SUV),,,white,b,37642
202-l-3130,03 Sep,LIMERICK,Toyota : Prius,,Hatchback,WHITE,2,35117
201-D-3783,2020-Jan-23,Dublin,bmw,3 series : saloon,,<colour>Blue</colour>,B,68783
181-w-2435,09 Jan,WATERFORD,Ford : Focus,,Hatchback,RED,1,27111
181-G-4074,2018-Jan-12,,toyota,PRIUS,Hatchback,#FFFFFF,B,34537
181-d-3375,17 Feb,DUBLIN,Toyota : Camery,,Saloon,BLUE,2,40054
202-C-686,2020-Jul-05,Cork,audi,q3 : suv,,<colour>White</colour>,B,53358
201-D-1826,2020-Feb-19,Dublin,mercedes,amg-gt : hatchback,,<colour>Red</colour>,D,224156
181-L-3654,2018-Feb-20,,Ford,Fiesta,Hatchback,White,A,29034
XXX-X-1262,2019-07-05,Cork,BMW : 2 series (Coupe),,,white,b,53963
192-C-277,2019-Jul-14,Cork,ford,kuga : suv,,<colour>Silver</colour>,B,42018
XXX-X-3254,2020-03-05,Cork,Audi : A6 (Saloon),,,blue,c,73017
XXX-X-1722,2018-02-17,Dublin,Toyota : Corolla (Hatchback),,,blue,b,33571
191-d-2431,04 Feb,DUBLIN,Audi : A4,,Saloon,WHITE,2,44457
181-D-1380,2018-Jan-07,Dublin,audi,q3 : suv,,<colour>White</colour>,B,40088
191-g-1412,04 Feb,GALWAY,Toyota : Corolla,,Hatchback,SILVER,2,30411
XXX-X-1667,2019-07-14,Dublin,BMW : X3 (SUV),,,white,c,70296
XXX-X-2449,2020-04-12,Waterford,BMW : 3 Series (Estate),,,red,b,68612
XXX-X-3762,2019-04-23,Dublin,Ford : Focus (Hatchback),,,red,a,40796
191-L-3341,2019-Jan-06,,Mazda,Mazda3,Saloon,Red,B,37785
201-D-1063,2020-Apr-24,,BMW,2 series,Coupe,Red,B,36427
181-D-3253,2018-Jan-17,,opel,CORSA,Hatchback,#C0C0C0,A,19234
181-D-4281,2018-Apr-14,,Mercedes,C-Class,Saloon,Red,B,69535
202-L-2210,2020-Aug-04,,Audi,Q7,SUV,Blue,D,106932
201-C-2645,2020-Jan-09,,Audi,A4,Estate,White,B,41218
201-G-1254,2020-Mar-08,,toyota,YARIS,Hatchback,#FF0000,A,17189
XXX-X-3997,2018-07-03,Dublin,Audi : A4 (Saloon),,,white,b,51916
201-d-1934,16 Feb,DUBLIN,Toyota : Camery,,Saloon,BLUE,2,42547
XXX-X-4943,2019-01-19,Galway,Ford : Kuga (SUV),,,blue,b,42110
192-d-3982,27 Jul,DUBLIN,BMW : 7 Series,,Saloon,RED,4,123211
XXX-X-546,2020-01-27,Dublin,Mazda : Mazda6 (Saloon),,,blue,b,44516
192-G-3995,2019-Jul-07,,Mercedes,A-Class,Saloon,Silver,B,41210
181-W-3766,2018-Jan-14,,mazda,MAZDA6,Estate,#0000FF,B,42815
181-D-2968,2018-Jan-27,,Mazda,CX-30,SUV,Blue,B,32482
191-D-391,2019-Feb-04,,opel,ASTRA,Estate,#FFFFFF,B,26543
182-D-935,2018-Oct-14,,opel,CORSA,Hatchback,#FFFFFF,A,21538
192-W-1814,2019-Jul-20,,Mercedes,GLC-Class,SUV,Blue,C,109789
XXX-X-1044,2020-08-10,Limerick,Opel : Corsa (Hatchback),,,silver,a,24753
201-d-3991,09 Apr,DUBLIN,Ford : Fiesta,,Hatchback,BLUE,1,21719
XXX-X-4165,2018-04-02,Dublin,Mazda : Mazda6 (Estate),,,white,b,36266
201-d-4865,27 Feb,DUBLIN,Opel : Crossland X,,SUV,WHITE,1,27582
201-D-1538,2020-Jan-18,,Ford,Mustang,Coupe,Blue,C,56480
192-c-2913,20 Aug,CORK,Mazda : Mazda6,,Saloon,SILVER,2,45073
XXX-X-2171,2019-07-01,Galway,Mazda : CX-30 (SUV),,,white,b,34829
191-C-1760,2019-Mar-08,,Opel,Corsa,Hatchback,White,A,18181
182-c-3228,12 Aug,CORK,Toyota : Prius,,Hatchback,BLUE,2,34767
XXX-X-624,2020-02-12,Limerick,Opel : Crossland X (SUV),,,red,a,23305
181-D-1905,2018-Mar-05,,Audi,A4,Estate,Red,B,53110
XXX-X-2044,2018-04-03,Limerick,Mazda : Mazda6 (Saloon),,,red,b,40257
182-G-1086,2018-Jul-11,,Toyota,Rav4,SUV,Silver,B,46024
XXX-X-1651,2020-07-02,Dublin,Audi : Q3 (SUV),,,white,b,45201
191-c-3637,13 Feb,CORK,Ford : Mustang,,Coupe,BLUE,3,56280
XXX-X-3423,2020-03-06,Dublin,Opel : Astra (Hatchback),,,orange,a,24809
XXX-X-4221,2020-04-12,Limerick,Toyota : Camery (Saloon),,,silver,b,39647
XXX-X-4167,2019-01-13,Cork,Audi : A6 (Estate),,,blue,c,82089
182-G-2282,2018-Sep-17,,Opel,Astra,Hatchback,Blue,A,29963
XXX-X-3356,2020-05-10,Dublin,Audi : Q7 (SUV),,,white,d,87968
191-D-1067,2019-May-10,,Audi,A6,Estate,Silver,C,68445
192-C-2365,2019-Aug-07,,mazda,MAZDA3,Hatchback,#FF0000,B,29526
XXX-X-77,2019-01-20,Cork,Toyota : Rav4 (SUV),,,orange,b,43818
181-D-4332,2018-Apr-11,,mazda,CX-5,SUV,#FFFFFF,B,39002
XXX-X-4243,2019-07-17,Dublin,Opel : Crossland X (SUV),,,blue,a,22039
181-G-2505,2018-Mar-08,Galway,audi,q7 : suv,,<colour>Red</colour>,D,114742
181-D-4594,2018-Feb-11,,opel,CROSSLAND X,SUV,#FFFFFF,A,27311
XXX-X-470,2020-04-26,Limerick,Ford : Mondeo (Saloon),,,white,b,36538
191-L-983,2019-Feb-16,,Ford,Focus,Estate,Blue,A,29340
XXX-X-3369,2019-02-02,Galway,Mercedes : C-Class (Estate),,,red,b,54041
182-L-737,2018-Jul-16,,Mercedes,C-Class,Estate,White,B,83052
XXX-X-840,2020-03-05,Limerick,Audi : A6 (Estate),,,white,c,84170
201-D-840,2020-Feb-27,,BMW,3 Series,Saloon,White,B,60264
XXX-X-3305,2019-07-10,Cork,Opel : Crossland X (SUV),,,white,a,24780
XXX-X-4571,2018-01-10,Dublin,Ford : Mondeo (Hatchback),,,silver,b,34982
201-d-4049,25 Jan,DUBLIN,Audi : Q3,,SUV,WHITE,2,44960
181-G-378,2018-Jan-11,Galway,mazda,mazda3 : hatchback,,<colour>White</colour>,B,33988
202-w-147,09 Jul,WATERFORD,Opel : Insignia,,Hatchback,WHITE,2,29211
201-D-4521,2020-Mar-02,,Mercedes,A-Class,Saloon,White,B,62148
191-d-3932,27 Jan,DUBLIN,Audi : A4,,Saloon,BLUE,2,56780
XXX-X-4497,2019-02-11,Dublin,Audi : Q3 (SUV),,,orange,b,52761
202-d-2388,06 Jul,DUBLIN,BMW : 3 Series,,Hatchback,ORANGE,3,53899
181-d-1536,12 Feb,DUBLIN,Mercedes : GLC-Class,,SUV,BLUE,3,118445
201-W-1121,2020-Jan-15,,opel,INSIGNIA,Hatchback,#FFA500,B,37525
201-G-2775,2020-Feb-10,Galway,ford,mustang : coupe,,<colour>Silver</colour>,C,49591
191-c-2795,13 Feb,CORK,Ford : Mustang,,Coupe,RED,3,71907
201-D-4257,2020-Jan-12,,toyota,COROLLA,Hatchback,#0000FF,B,29519
192-G-2039,2019-Jul-25,,Opel,Crossland X,SUV,Blue,A,25386
192-D-2226,2019-Jul-25,,Audi,Q7,SUV,Blue,D,87067
181-D-3915,2018-Feb-27,,mercedes,A-CLASS,Saloon,#C0C0C0,B,47793
XXX-X-645,2019-03-08,Limerick,Opel : Grandland X (SUV),,,white,b,49782
192-C-2963,2019-Jul-12,,Toyota,Prius,Hatchback,Silver,B,34953
192-C-777,2019-Aug-25,,Ford,Focus,Estate,White,A,28722
191-D-376,2019-Feb-25,Dublin,ford,mondeo : hatchback,,<colour>White</colour>,B,35236
192-G-2083,2019-Jul-16,Galway,bmw,2 series : coupe,,<colour>Blue</colour>,B,123749
XXX-X-4194,2019-05-04,Dublin,BMW : 2 series (Coupe),,,white,b,53814
XXX-X-4284,2018-02-22,Dublin,Audi : A6 (Estate),,,white,c,74254
202-c-3129,23 Jul,CORK,Audi : A6,,Estate,WHITE,3,64838
182-L-3790,2018-Jul-11,,Ford,Mondeo,Hatchback,Red,B,39893
182-D-4697,2018-Jul-11,Dublin,audi,q3 : suv,,<colour>White</colour>,B,41812
XXX-X-4035,2019-03-18,Dublin,Mazda : Mazda3 (Saloon),,,blue,b,36599
181-D-1349,2018-Jan-19,,mercedes,A-CLASS,Saloon,#FFFFFF,B,43584
202-l-1144,13 Jul,LIMERICK,BMW : 7 Series,,Saloon,WHITE,4,206178
181-D-3794,2018-Feb-27,,Audi,A4,Saloon,White,B,53436
201-c-470,16 Feb,CORK,BMW : 5 Series,,Estate,WHITE,3,58820
181-L-1510,2018-Jan-04,,Mazda,CX-5,SUV,Red,B,37008
XXX-X-473,2020-01-08,Dublin,Toyota : Prius (Hatchback),,,orange,b,35311
192-D-2593,2019-Sep-13,Dublin,ford,focus : hatchback,,<colour>Silver</colour>,A,37912
202-L-873,2020-Sep-25,,Opel,Insignia,Hatchback,White,B,35113
181-D-1862,2018-Jan-22,Dublin,mazda,mazda3 : saloon,,<colour>White</colour>,B,35184
181-l-3629,04 Mar,LIMERICK,Ford : Fiesta,,Hatchback,BLUE,1,25954
202-d-3013,07 Jul,DUBLIN,Mazda : Mazda3,,Hatchback,WHITE,2,36828
192-l-3337,21 Oct,LIMERICK,Toyota : Corolla,,Saloon,WHITE,2,31052
XXX-X-4983,2018-03-13,Dublin,Audi : A4 (Estate),,,silver,b,47966
181-D-2825,2018-Feb-04,,Opel,Crossland X,SUV,Silver,A,24386
201-L-4682,2020-Mar-01,Limerick,opel,astra : hatchback,,<colour>Blue</colour>,A,24460
XXX-X-4702,2018-02-06,Dublin,Mazda : Mazda3 (Saloon),,,white,b,37182
201-C-4892,2020-Mar-12,,Ford,Fiesta,Hatchback,White,A,21541
181-D-1135,2018-Mar-09,,Mazda,CX-30,SUV,White,B,42881
181-D-4683,2018-Jan-23,Dublin,ford,kuga : suv,,<colour>Silver</colour>,B,35841
202-d-3269,10 Jul,DUBLIN,Mercedes : A-Class,,Saloon,RED,2,33221
XXX-X-3571,2018-01-09,Dublin,Toyota : Prius (Hatchback),,,red,b,36668
191-W-4658,2019-Mar-12,,Toyota,Corolla,Hatchback,White,B,32366
201-D-3525,2020-Mar-10,,Mazda,Mazda3,Hatchback,Blue,B,28013
191-D-920,2019-Feb-10,Dublin,ford,focus : estate,,<colour>White</colour>,A,30029
XXX-X-4186,2019-02-06,Dublin,Mercedes : C-Class (Estate),,,blue,b,114427
191-c-1730,08 Jan,CORK,Opel : Crossland X,,SUV,SILVER,1,25276
201-l-804,26 Feb,LIMERICK,Mazda : Mazda6,,Estate,WHITE,2,37610
191-d-1412,08 Feb,DUBLIN,Mercedes : C-Class,,Estate,SILVER,2,57167
182-L-399,2018-Oct-18,Limerick,toyota,yaris : hatchback,,<colour>White</colour>,A,16792
XXX-X-2274,2020-01-03,Waterford,BMW : X3 (SUV),,,white,c,77840
192-D-4403,2019-Jul-09,,Mazda,Mazda6,Estate,Red,B,36729
181-C-4991,2018-Mar-19,Cork,opel,corsa : hatchback,,<colour>White</colour>,A,23231
201-d-1964,04 Jan,DUBLIN,Toyota : Yaris,,Hatchback,WHITE,1,17126
201-D-243,2020-Mar-27,,Toyota,Camery,Saloon,Red,B,39759
201-L-4252,2020-Mar-23,,Toyota,Prius,Hatchback,White,B,34812
201-C-1270,2020-Jan-27,,ford,FIESTA,Hatchback,#FFFFFF,A,22220
XXX-X-1507,2020-07-16,Dublin,Mazda : Mazda6 (Estate),,,blue,b,41985
202-d-1452,20 Oct,DUBLIN,Opel : Astra,,Estate,WHITE,2,29127
192-C-178,2019-Jul-04,,Mazda,Mazda3,Saloon,Blue,B,32039
XXX-X-751,2020-01-12,Galway,Audi : A4 (Saloon),,,silver,b,49274
191-D-4818,2019-Jan-06,Dublin,toyota,yaris : hatchback,,<colour>White</colour>,A,15395
202-D-2266,2020-Jul-06,,Opel,Astra,Estate,Red,B,26745
191-G-3663,2019-Mar-17,,Mazda,Mazda6,Saloon,Red,B,43207
191-W-2203,2019-Apr-12,Waterford,mercedes,c-class : saloon,,<colour>White</colour>,B,41265
201-G-1577,2020-Feb-18,,Mazda,Mazda3,Hatchback,Silver,B,29066
201-d-3026,08 Mar,DUBLIN,Mazda : Mazda6,,Saloon,SILVER,2,40346
181-l-3925,04 Mar,LIMERICK,Mazda : CX-5,,SUV,SILVER,2,31756
182-c-3169,01 Aug,CORK,Ford : Focus,,Estate,RED,1,37124
XXX-X-2032,2019-01-15,Waterford,Mercedes : A-Class (Hatchback),,,white,b,59301
191-C-3018,2019-Mar-01,,Toyota,Corolla,Hatchback,Red,B,30802
181-L-3848,2018-Jan-16,Limerick,mercedes,c-class : estate,,<colour>Silver</colour>,B,97367
201-c-4280,21 May,CORK,Ford : Focus,,Hatchback,SILVER,1,32460
201-C-3296,2020-Feb-12,Cork,ford,fiesta : hatchback,,<colour>Silver</colour>,A,19491
XXX-X-4941,2019-02-19,Dublin,BMW : 3 Series (Hatchback),,,silver,c,52050
182-D-1699,2018-Sep-12,,BMW,3 Series,Saloon,White,B,51928
181-D-4292,2018-Mar-03,,Mercedes,A-Class,Saloon,White,B,37475
192-C-2391,2019-Jul-12,,Ford,Kuga,SUV,Blue,B,38145
201-W-3117,2020-Feb-16,,toyota,COROLLA,Hatchback,#0000FF,B,30258
191-d-2976,10 Feb,DUBLIN,Mazda : Mazda6,,Estate,SILVER,2,40073
182-W-4526,2018-Sep-02,,Audi,A4,Saloon,Red,B,50967
201-L-3964,2020-Mar-03,Limerick,toyota,yaris : hatchback,,<colour>Blue</colour>,A,17546
191-d-4044,06 Mar,DUBLIN,Opel : Astra,,Hatchback,BLUE,1,30628
191-C-1879,2019-Feb-04,,opel,INSIGNIA,Hatchback,#0000FF,B,29766
181-D-4208,2018-Mar-13,,audi,A4,Estate,#FFFFFF,B,41393
181-W-4447,2018-Feb-08,,BMW,3 Series,Estate,Silver,B,56890
201-l-4790,20 Jan,LIMERICK,Toyota : Camery,,Saloon,WHITE,2,41471
201-C-839,2020-Feb-14,,ford,MONDEO,Hatchback,#FFFFFF,B,32812
XXX-X-3354,2020-07-11,Dublin,Mazda : Mazda6 (Estate),,,white,b,43219
192-D-2183,2019-Sep-12,,toyota,COROLLA,Saloon,#FFFFFF,B,30331
202-d-4543,11 Jul,DUBLIN,Ford : Kuga,,SUV,RED,2,39377
191-D-2713,2019-Jan-01,,Ford,Mondeo,Hatchback,Blue,B,36446
202-D-4432,2020-Aug-19,,BMW,7 Series,Saloon,Blue,D,203423
192-C-4977,2019-Jul-12,Cork,toyota,yaris : hatchback,,<colour>White</colour>,A,17657
181-C-2754,2018-Jan-11,Cork,opel,astra : hatchback,,<colour>Silver</colour>,A,28439
181-c-997,27 Mar,CORK,Mazda : Mazda3,,Hatchback,WHITE,2,34826
181-C-4509,2018-Jan-25,,BMW,2 series,Coupe,White,B,50762
